lat,lon,neighborhood,rooms,bedrooms,bathrooms,surface_covered,ars_price,ars_m2
-34.59533629999999,-58.405269,Barrio Norte,1,0,1,37,8905000,240675
-34.600677461,-58.3766189654,San Nicolás,3,2,1,109,9425000,86467
-34.607113700000006,-58.390860100000005,San Nicolás,4,3,2,110,11375000,103409
-34.607997,-58.385580000000004,San Nicolás,1,0,1,34,8190000,240882
-34.599252,-58.437865,Villa Crespo,1,0,1,24,5102500,212604
-34.6059333,-58.4291016,Villa Crespo,4,3,2,111,21255000,191486
-34.5873152,-58.5105953,Villa Devoto,2,1,1,46,11375000,247282
-34.5873152,-58.5105953,Villa Devoto,3,2,1,59,12935000,219237
-34.5995721,-58.5195139,Villa Devoto,2,1,1,36,10393500,288708
-34.6262978627,-58.4106137125,San Cristobal,3,2,1,67,7793500,116320
-34.5840214,-58.467237,Villa Ortuzar,3,2,2,71,10848500,152795
-34.5840214,-58.467237,Villa Ortuzar,2,1,1,71,8645000,121760
-34.585144799999995,-58.4794201,Villa Urquiza,2,1,1,67,7800000,116417
-34.5770826,-58.4869329,Villa Urquiza,2,1,1,47,6435000,136914
-34.5788297,-58.486380700000005,Villa Urquiza,2,1,1,41,8775000,214024
-34.5702333,-58.4832,Villa Urquiza,4,3,1,66,14950000,226515
-34.574115,-58.490072399999995,Villa Urquiza,2,1,1,32,6630000,207187
-34.5801552,-58.484220400000005,Villa Urquiza,3,2,2,64,20800000,325000
-34.56803513,-58.48809433,Villa Urquiza,2,1,2,68,13975000,205514
-34.614382299999995,-58.476347399999995,Villa Santa Rita,2,1,1,48,7468500,155593
-34.610853799999994,-58.482898600000006,Villa Santa Rita,3,2,1,57,11375000,199561
-34.615462330599996,-58.4755255571,Villa Santa Rita,4,3,3,90,17550000,195000
-34.6034703,-58.4918806,Villa del Parque,3,2,1,67,14170000,211492
-34.596652,-58.497815,Villa del Parque,1,0,1,26,5200000,200000
-34.63666129999999,-58.4711703,Parque Avellaneda,3,2,1,70,10400000,148571
-34.5807112,-58.4956877,Villa Pueyrredón,1,0,1,18,3705000,205833
-34.6308482,-58.4176551,Boedo,1,0,1,39,5850000,150000
-34.5928494,-58.3784943,Retiro,1,0,1,30,7150000,238333
-34.5974815,-58.4202346,Palermo,1,0,1,40,8905000,222625
-34.6142746906,-58.403885181499994,Once,2,1,1,33,4875000,147727
-34.62758328800089,-58.46213180286023,Flores,2,1,1,46,9425000,204891
-34.633465,-58.461489,Flores,2,1,1,35,5850000,167142
-34.542750299999994,-58.46014520000001,Nuñez,2,1,1,43,14300000,332558
-34.551049,-58.460001,Nuñez,1,0,1,38,7475000,196710
-34.549499,-58.47048,Nuñez,2,1,1,100,17485000,174850
-34.542991799999996,-58.461874300000005,Nuñez,2,1,1,78,18720000,240000
-34.5967206,-58.3814788,Retiro,2,1,1,36,7085000,196805
-34.599007,-58.378201000000004,Retiro,1,0,1,30,6630000,221000
-34.595757,-58.381265,Retiro,2,1,1,34,7150000,210294
-34.609925,-58.417246,Almagro,2,1,1,36,5070000,140833
-34.5985679,-58.4135747,Almagro,2,1,1,50,14950000,299000
-34.607155139,-58.411810033500004,Almagro,2,1,1,72,5525000,76736
-34.610589000000004,-58.424436,Almagro,1,0,1,28,4225000,150892
-34.606912619056885,-58.421751149111344,Almagro,1,0,1,36,8775000,243750
-34.597829727800004,-58.428686438199996,Almagro,2,1,1,46,8125000,176630
-34.6046297244,-58.4316046816,Almagro,1,0,1,35,6175000,176428
-34.600384000000005,-58.423015,Almagro,2,1,1,46,9350900,203280
-34.600384000000005,-58.423015,Almagro,2,1,1,47,9445800,200974
-34.563612,-58.469787,Coghlan,2,1,1,35,6305000,180142
-34.59732979,-58.42413734,Palermo,2,1,1,48,7670000,159791
-34.5977544391,-58.428446441300004,Palermo,2,1,1,46,8125000,176630
-34.579187,-58.436234,Palermo,2,1,1,44,14625000,332386
-34.5867286,-58.4293985,Palermo,2,1,2,47,12350000,262765
-34.589219,-58.424533999999994,Palermo,2,1,2,145,32175000,221896
-34.584219,-58.42014399999999,Palermo,2,1,1,45,9613500,213633
-34.590612,-58.417804000000004,Palermo,2,1,1,39,7475000,191666
-34.581464200000006,-58.4264066,Palermo,2,1,1,43,9035000,210116
-34.569251799999996,-58.471343000000005,Belgrano,2,1,1,50,10270000,205400
-34.5648265,-58.455952,Belgrano,2,1,1,34,7150000,210294
-34.5592684,-58.463295499999994,Belgrano,2,1,1,36,5915000,164305
-34.62362589999999,-58.48607809999999,Floresta,1,0,1,35,5525000,157857
-34.631189,-58.480663,Floresta,2,1,1,90,8775000,97500
-34.631255100000004,-58.4812313,Floresta,2,1,1,35,5850000,167142
-34.586693,-58.39785500000001,Recoleta,2,1,1,27,8437000,312481
-34.596278999999996,-58.384012,Recoleta,1,0,2,25,5200000,208000
-34.597487,-58.384068000000006,Recoleta,1,0,2,24,4875000,203125
-34.592291100000004,-58.39319079999999,Recoleta,2,1,1,60,15275000,254583
-34.547946,-58.478683999999994,Saavedra,1,0,1,37,6825000,184459
-34.6068706,-58.40208979999999,Balvanera,1,0,1,22,4095000,186136
-34.600744,-58.405252000000004,Balvanera,1,0,1,22,3965000,180227
-34.6011313,-58.4047331,Balvanera,2,1,1,31,4810000,155161
-34.608656986345444,-58.4026741059109,Balvanera,2,1,1,48,5843500,121739
-34.607,-58.44104399999999,Caballito,2,1,2,42,13975000,332738
-34.612106,-58.422992,Caballito,1,0,1,40,9685000,242125
-34.6287605,-58.4532243,Caballito,2,1,2,117,14989000,128111
-34.628640999999995,-58.443185,Caballito,2,1,1,50,10263500,205270
-34.628640999999995,-58.443185,Caballito,2,1,1,50,10335000,206700
-34.618522999999996,-58.440039,Caballito,2,1,1,25,4680000,187200
-34.604023,-58.455765,Caballito,1,0,1,32,5849350,182792
-34.616254999999995,-58.463359999999994,Caballito,2,1,1,46,8905000,193586
-34.612640500000005,-58.390252600000004,Monserrat,1,0,1,25,4095000,163800
-34.610578000000004,-58.384834,Monserrat,2,1,2,31,3900000,125806
-34.609517,-58.375949,Monserrat,2,1,2,61,8450000,138524
-34.6202775,-58.37202579999999,San Telmo,3,1,1,80,16250000,203125
-34.572831,-58.446348,Colegiales,2,1,1,33,7150000,216666
-34.64389,-58.502241000000005,Villa Luro,2,1,1,47,9093500,193478
-34.564476,-58.439503,Las Cañitas,2,1,1,37,7800000,210810
-34.625042,-58.508398,Monte Castro,2,1,1,41,8385000,204512
-34.600499,-58.379698,San Nicolás,2,1,1,37,4875000,131756
-34.605287100000005,-58.386405599999996,San Nicolás,2,1,1,54,7150000,132407
-34.595720299999996,-58.453206900000005,Villa Crespo,2,1,2,44,7800000,177272
-34.6049691,-58.454082400000004,Villa Crespo,1,0,1,35,6175000,176428
-34.6052380559,-58.431346526400006,Villa Crespo,1,0,1,35,6175000,176428
-34.6049691,-58.454082400000004,Villa Crespo,2,1,2,45,8515000,189222
-34.59866774682071,-58.440375352672746,Villa Crespo,2,1,1,32,5525000,172656
-34.6065842254,-58.514853150600004,Villa Devoto,2,1,1,51,10725000,210294
-34.61738270000001,-58.3609785,Puerto Madero,2,1,1,61,26650000,436885
-34.6160321592,-58.3614591466,Puerto Madero,2,1,1,50,18200000,364000
-34.615607000000004,-58.362754,Puerto Madero,2,1,1,78,29185000,374166
-34.628246999999995,-58.391154,San Cristobal,1,0,1,40,4647500,116187
-34.623375,-58.411320999999994,San Cristobal,2,1,1,39,6695000,171666
-34.568969,-58.488274,Villa Urquiza,2,1,1,42,9620000,229047
-34.573896999999995,-58.481791,Villa Urquiza,2,1,1,45,8970000,199333
-34.57448370000001,-58.480258299999996,Villa Urquiza,2,1,1,42,8645000,205833
-34.5618994,-58.489239100000006,Villa Urquiza,2,1,1,41,8125000,198170
-34.576996,-58.490768,Villa Urquiza,2,1,1,52,10725000,206250
-34.574518,-58.498082,Villa Urquiza,2,1,1,55,12025000,218636
-34.576996,-58.490768,Villa Urquiza,2,1,1,52,10725000,206250
-34.573375,-58.480012,Villa Urquiza,2,1,1,50,11699935,233998
-34.631840000000004,-58.42915429999999,Parque Chacabuco,1,0,1,35,6467500,184785
-34.598263,-58.497719,Villa del Parque,2,1,1,36,7150000,198611
-34.598334,-58.48235,Villa del Parque,2,1,1,39,6045000,155000
-34.6055585884,-58.4309215576,Parque Centenario,1,0,1,35,6175000,176428
-34.605215039499996,-58.3864146694,Centro / Microcentro,2,1,1,54,7150000,132407
-34.6091387,-58.4003443,Once,3,2,2,76,16900000,222368
-34.609418,-58.4032931,Once,3,2,1,51,7800000,152941
-34.618607399999995,-58.46335799999999,Flores,3,2,2,70,14820000,211714
-34.629329,-58.454659,Flores,3,2,2,100,16835000,168350
-34.542750299999994,-58.46014520000001,Nuñez,3,2,1,57,10822500,189868
-34.5501606062,-58.453592953400005,Nuñez,3,2,2,62,17225000,277822
-34.547885,-58.467862,Nuñez,3,2,1,49,14625000,298469
-34.5920299777,-58.3767460827,Retiro,3,2,1,50,19500000,390000
-34.565394,-58.471428,Coghlan,4,2,2,115,20735000,180304
-34.640766,-58.524899,Liniers,3,2,1,40,5525000,138125
-34.648776,-58.51675600000001,Liniers,3,2,1,63,9093500,144341
-34.575569,-58.4305317,Palermo,3,2,3,74,23400000,316216
-34.554249,-58.436166899999996,Belgrano,3,2,1,69,20800000,301449
-34.555997999999995,-58.460271,Belgrano,3,2,1,76,18135000,238618
-34.565923,-58.4488579,Belgrano,3,2,3,100,19175000,191750
-34.5643971,-58.4509012,Belgrano,3,2,2,71,14625000,205985
-34.5582234,-58.4549038,Belgrano,3,2,1,54,10335000,191388
-34.56304306194158,-58.452525346078794,Belgrano,3,2,2,101,55250000,547029
-34.5629588,-58.467632200000004,Belgrano,3,2,1,63,15535000,246587
-34.5632653,-58.4492286,Belgrano,3,2,2,65,11700000,180000
-34.553290000000004,-58.44883000000001,Belgrano,3,2,1,74,16900000,228378
-34.559846,-58.464773,Belgrano,3,2,2,65,17449250,268450
-34.627049,-58.491020999999996,Floresta,3,2,2,86,13650000,158720
-34.632815,-58.489557,Floresta,3,2,1,56,6370000,113750
-34.598726299999996,-58.464604,Paternal,3,2,1,60,6435000,107250
-34.59208110032487,-58.39540096725273,Recoleta,4,2,2,75,13650000,182000
-34.594314000000004,-58.395756000000006,Recoleta,3,2,2,86,15275000,177616
-34.587715,-58.406245,Recoleta,4,2,2,96,19370000,201770
-34.594156,-58.385806,Recoleta,3,2,2,100,26650000,266500
-34.609418,-58.4032931,Balvanera,3,2,1,51,7800000,152941
-34.605258,-58.403682999999994,Balvanera,3,2,1,60,6435000,107250
-34.6114843,-58.4072348,Balvanera,3,2,1,50,6493500,129870
-34.607054,-58.408827,Balvanera,3,2,1,43,5525000,128488
-34.600744,-58.405252000000004,Balvanera,3,2,1,56,8580000,153214
-34.6287605,-58.4532243,Caballito,3,2,2,76,22756500,299427
-34.631347999999996,-58.44534300000001,Caballito,3,2,1,60,13325000,222083
-34.621025,-58.433268999999996,Caballito,3,2,1,51,6370000,124901
-34.581463,-58.454624,Chacarita,3,2,1,58,8905000,153534
-34.5963197,-58.378533,Barrio Norte,3,2,1,66,13000000,196969
-34.5929472,-58.404686399999996,Barrio Norte,3,2,2,106,17550000,165566
-34.565301046900004,-58.4358707959,Las Cañitas,3,2,2,67,19500000,291044
-34.599143299999994,-58.3782185,San Nicolás,3,2,1,63,10790000,171269
-34.59584,-58.44075,Villa Crespo,3,2,1,54,8840000,163703
-34.6049691,-58.454082400000004,Villa Crespo,3,2,2,62,10062000,162290
-34.601014500000005,-58.43111329999999,Villa Crespo,3,2,1,51,8125000,159313
-34.598912,-58.43534399999999,Villa Crespo,3,2,1,89,12220000,137303
-34.6028379,-58.4372948,Villa Crespo,3,2,2,90,22750000,252777
-34.5967815,-58.434881499999996,Villa Crespo,3,2,1,70,10985000,156928
-34.687816999999995,-58.46273000000001,Villa Lugano,3,2,1,50,3633500,72670
-34.6195633327,-58.3614483534,Puerto Madero,3,2,3,150,71500000,476666
-34.612515,-58.362915,Puerto Madero,3,2,2,82,35425000,432012
-34.613007,-58.360156999999994,Puerto Madero,3,2,3,128,73450000,573828
-34.623375,-58.411320999999994,San Cristobal,3,2,1,55,8580000,156000
-34.571734,-58.495388,Villa Urquiza,3,2,1,69,13649350,197816
-34.6355608266,-58.409679688999994,Parque Patricios,3,2,2,59,11050000,187288
-34.598377,-58.493790000000004,Villa del Parque,3,2,1,56,11635000,207767
-34.61090720000001,-58.4817806,Villa del Parque,3,2,1,62,10367500,167217
-34.611643900000004,-58.4893808,Villa del Parque,3,2,1,48,6305000,131354
-34.6028379,-58.4372948,Parque Centenario,3,2,2,90,22750000,252777
-34.59977,-58.376874,Centro / Microcentro,3,2,1,57,9743500,170938
-34.605985499999996,-58.405653099999995,Once,4,3,1,95,13000000,136842
-34.6254867,-58.417578799999994,Boedo,4,3,2,83,14300000,172289
-34.60446760000001,-58.414762800000005,Abasto,4,3,1,73,13650000,186986
-34.628892,-58.472032999999996,Flores,4,3,2,85,10985000,129235
-34.559951299999994,-58.481419200000005,Coghlan,5,3,5,204,97500000,477941
-34.575516111199995,-58.4018665206,Palermo,6,3,5,209,86450000,413636
-34.5857136,-58.41341310000001,Palermo,4,3,2,95,19175000,201842
-34.58274801638354,-58.42408525845831,Palermo,4,3,2,137,39000000,284671
-34.563005,-58.453674,Belgrano,4,3,2,89,30420000,341797
-34.559283,-58.45338100000001,Belgrano,4,3,2,114,22750000,199561
-34.561679999999996,-58.459830000000004,Belgrano,4,3,1,83,13585000,163674
-34.561189500000005,-58.450438500000004,Belgrano,4,3,4,180,50700000,281666
-34.56392460000001,-58.4408039,Belgrano,4,3,3,120,24050000,200416
-34.59208110032487,-58.39540096725273,Recoleta,6,3,3,200,48750000,243750
-34.59208110032487,-58.39540096725273,Recoleta,4,3,3,100,25545000,255450
-34.5894081,-58.388527100000005,Recoleta,6,3,2,220,52000000,236363
-34.546061,-58.475766,Saavedra,4,3,3,271,45500000,167896
-34.606062,-58.396644900000005,Balvanera,4,3,2,89,15925000,178932
-34.603468,-58.402873,Balvanera,4,3,1,95,11992500,126236
-34.6174905183,-58.434956705,Caballito,4,3,2,114,18330000,160789
-34.6287605,-58.4532243,Caballito,4,3,3,117,34612500,295833
-34.573326,-58.44299300000001,Colegiales,4,3,1,112,23400000,208928
-34.595121,-58.40910600000001,Barrio Norte,4,3,2,90,17550000,195000
-34.6041941127,-58.3879555717,Barrio Norte,4,3,2,157,16250000,103503
-34.5641769,-58.435727299999996,Las Cañitas,4,3,4,172,48100000,279651
-34.604076,-58.386821,San Nicolás,4,3,2,75,11700000,156000
-34.6028379,-58.4372948,Villa Crespo,4,3,4,90,22750000,252777
-34.599781,-58.509443999999995,Villa Devoto,4,3,2,120,25675000,213958
-34.620027,-58.3876875,Constitución,4,3,2,85,11300250,132944
-34.623276000000004,-58.397264,San Cristobal,4,3,1,79,10920000,138227
-34.641133,-58.42931899999999,Parque Chacabuco,4,3,3,133,9100000,68421
-34.607523,-58.501603,Villa del Parque,4,3,1,79,16575000,209810
-34.6028379,-58.4372948,Parque Centenario,4,3,4,90,22750000,252777
-34.56661870000001,-58.451991899999996,Belgrano,5,4,2,120,32175000,268125
-34.5594679,-58.4513836,Belgrano,7,4,4,300,57850000,192833
-34.595086,-58.3931,Recoleta,6,4,3,162,38935000,240339
-34.5942975989,-58.39302915020001,Recoleta,6,4,3,227,42250000,186123
-34.626860799999996,-58.377461100000005,San Telmo,5,4,2,104,11700000,112500
-34.596265,-58.442387,Villa Crespo,5,4,2,92,20475000,222554
-34.576290500000006,-58.406102600000004,Palermo,8,5,3,271,97500000,359778
-34.56304306194158,-58.452525346078794,Belgrano,8,5,5,432,105300000,243750
-34.59208110032487,-58.39540096725273,Recoleta,7,5,3,310,123500000,398387
-34.59208110032487,-58.39540096725273,Recoleta,8,5,3,256,64350000,251367
-34.617795,-58.435708,Caballito,6,5,4,214,38350000,179205
-34.59271192112234,-58.40273944395954,Barrio Norte,7,5,3,310,123500000,398387
-34.6033605,-58.3850899,Centro / Microcentro,7,6,3,199,13650000,68592
-34.606544,-58.4465432,Caballito,1,0,1,30,3724000,124133
-34.5795885,-58.411424100000005,Palermo,5,4,3,211,70850000,335781
-34.5826529,-58.414818200000006,Palermo,1,0,1,37,9750000,263513
-34.582706099999996,-58.4246585,Palermo,1,0,1,35,10816000,309028
-34.5601751,-58.45795079999999,Belgrano,4,3,1,58,10400000,179310
-34.5605917,-58.44388910000001,Belgrano,3,2,2,67,14950000,223134
-34.62337120000001,-58.375545499999994,San Telmo,3,2,1,65,10985000,169000
-34.62077713,-58.37717819,San Telmo,2,1,1,38,4160000,109473
-34.588369,-58.483862,Parque Chas,1,0,1,36,7013500,194819
-34.5984951,-58.439062,Villa Crespo,3,2,1,72,22035000,306041
-34.59346420000001,-58.442120700000004,Villa Crespo,1,0,1,35,7410000,211714
-34.5933706,-58.44223220000001,Villa Crespo,1,0,1,34,6955000,204558
-34.5933706,-58.44223220000001,Villa Crespo,1,0,1,34,6630000,195000
-34.5933706,-58.44223220000001,Villa Crespo,1,0,1,35,6565000,187571
-34.60305,-58.43784,Villa Crespo,1,0,1,36,5265000,146250
-34.61019897,-58.48027420000001,Villa del Parque,2,1,1,50,9750000,195000
-34.5688871831,-58.4344370422,Belgrano,1,0,1,23,5102500,221847
-34.5688871831,-58.4344370422,Las Cañitas,1,0,1,23,5102500,221847
-34.636874,-58.471064,Flores,1,0,1,37,4550000,122972
-34.6366352,-58.471312,Flores,1,0,1,36,4550000,126388
-34.627632,-58.454626,Flores,2,1,1,35,7150000,204285
-34.5503500982,-58.4615614064,Nuñez,1,0,1,35,8125000,232142
-34.592661,-58.375823,Retiro,1,0,1,42,8515000,202738
-34.606912619056885,-58.421751149111344,Almagro,2,1,1,35,8125000,232142
-34.607177,-58.41650500000001,Almagro,2,1,1,39,6370000,163333
-34.6196966304,-58.41655034229999,Almagro,2,1,1,38,7208500,189697
-34.607209999999995,-58.370740000000005,Almagro,2,1,1,45,6825000,151666
-34.6056,-58.430569999999996,Almagro,2,1,1,45,9880000,219555
-34.577981,-58.436129,Palermo,1,0,1,23,5980000,260000
-34.582706099999996,-58.4246585,Palermo,2,1,1,33,7800000,236363
-34.581084999999995,-58.42424200000001,Palermo,2,1,1,58,10335000,178189
-34.5809445,-58.4405,Palermo,2,1,1,67,14300000,213432
-34.582836,-58.4078132,Palermo,2,1,1,46,7475000,162500
-34.5923395,-58.429108400000004,Palermo,2,1,1,62,14625000,235887
-34.582706099999996,-58.4246585,Palermo,2,1,1,35,9620000,274857
-34.58919,-58.42399,Palermo,2,1,1,42,10660000,253809
-34.58919,-58.42399,Palermo,2,1,1,42,8385000,199642
-34.571149600000005,-58.4232966,Palermo,1,0,1,36,10400000,288888
-34.6450472,-58.373607400000004,Barracas,2,1,1,48,9392500,195677
-34.59281,-58.387266000000004,Recoleta,2,1,1,52,11700000,225000
-34.5915297,-58.377262,Recoleta,2,1,1,39,11050000,283333
-34.59625,-58.413990000000005,Recoleta,2,1,1,51,15600000,305882
-34.558229,-58.475866,Saavedra,2,1,2,55,11050000,200909
-34.552015000000004,-58.476965,Saavedra,1,0,1,23,4875000,211956
-34.6110779,-58.4102191,Balvanera,2,1,1,49,6110000,124693
-34.6288035,-58.429173600000006,Caballito,2,1,1,55,10075000,183181
-34.607178000000005,-58.430715,Caballito,1,0,1,40,6825000,170625
-34.625561499999996,-58.378009999999996,San Telmo,2,1,1,34,7475000,219852
-34.5803256,-58.4496582,Colegiales,2,1,1,30,6825000,227500
-34.5744461,-58.459312,Colegiales,2,1,1,55,11375000,206818
-34.5862122212,-58.4025185455,Barrio Norte,2,1,1,31,6110000,197096
-34.58848,-58.4057,Barrio Norte,2,1,1,34,7020000,206470
-34.6053693,-58.3879214,San Nicolás,2,1,1,46,8125000,176630
-34.603734,-58.378406999999996,San Nicolás,1,0,1,24,4485000,186875
-34.606421000000005,-58.386915,San Nicolás,2,1,1,42,7475000,177976
-34.59346420000001,-58.442120700000004,Villa Crespo,2,1,1,46,10400000,226086
-34.5931352,-58.446056799999994,Villa Crespo,2,1,1,43,7150000,166279
-34.60163988,-58.43410906,Villa Crespo,2,1,1,42,9168250,218291
-34.599543100000005,-58.4435034,Villa Crespo,2,1,1,40,7475000,186875
-34.6133583347637,-58.36230939427197,Puerto Madero,2,1,1,90,33800000,375555
-34.625117700000004,-58.3921429,San Cristobal,2,1,1,46,6537700,142123
-34.625117700000004,-58.3921429,San Cristobal,1,0,1,36,4764175,132338
-34.625117700000004,-58.3921429,San Cristobal,1,0,1,39,5564000,142666
-34.625117700000004,-58.3921429,San Cristobal,1,0,1,37,4972500,134391
-34.625117700000004,-58.3921429,San Cristobal,2,1,1,46,6120400,133052
-34.582366779000004,-58.4720163909,Villa Urquiza,1,0,1,33,8167445,247498
-34.6351,-58.395178,Parque Patricios,2,1,1,46,6370000,138478
-34.612589981300005,-58.4842701497,Villa Santa Rita,2,1,1,42,9035000,215119
-34.6057934,-58.4886936,Villa del Parque,2,1,1,42,9035000,215119
-34.604040000000005,-58.43808000000001,Parque Centenario,2,1,1,37,7702500,208175
-34.600874499999996,-58.43544179999999,Parque Centenario,2,1,1,43,10400000,241860
-34.60096,-58.43082,Parque Centenario,2,1,1,32,4745000,148281
-34.589033,-58.506427,Villa Pueyrredón,1,0,1,38,8450000,222368
-34.5819325,-58.4939548,Villa Pueyrredón,2,1,1,41,6240000,152195
-34.589033,-58.506427,Villa Pueyrredón,2,1,1,42,11050000,263095
-34.600696,-58.378341000000006,Centro / Microcentro,2,1,1,31,4875000,157258
-34.62758328800089,-58.46213180286023,Flores,3,2,1,51,6175000,121078
-34.644923999999996,-58.452865,Flores,3,2,1,42,5395000,128452
-34.54266,-58.47201999999999,Nuñez,3,2,2,55,9425000,171363
-34.547130100000004,-58.4629573,Nuñez,3,2,1,68,10725000,157720
-34.5896061,-58.3802473,Retiro,2,1,2,227,40300000,177533
-34.592605,-58.377053000000004,Retiro,3,2,1,48,14300000,297916
-34.60305,-58.43784,Almagro,3,2,1,61,9230000,151311
-34.5984435,-58.41867760000001,Almagro,3,2,1,77,11700000,151948
-34.590903000000004,-58.408108,Palermo,3,2,3,125,23205000,185640
-34.5923395,-58.429108400000004,Palermo,3,2,2,62,16250000,262096
-34.5859198,-58.41308570000001,Palermo,3,2,1,62,15925000,256854
-34.5949636275,-58.4231463963,Palermo,3,2,2,70,10335000,147642
-34.58274801638354,-58.42408525845831,Palermo,3,2,2,130,68250000,525000
-34.5685521,-58.45137729999999,Belgrano,3,2,1,66,16575000,251136
-34.556828,-58.45575899999999,Belgrano,3,2,2,56,14950000,266964
-34.634695,-58.479158,Floresta,3,2,1,56,7150000,127678
-34.5925942,-58.392904599999994,Recoleta,3,2,3,109,23985000,220045
-34.5947332314,-58.4039546484,Recoleta,3,2,1,80,18135000,226687
-34.59208110032487,-58.39540096725273,Recoleta,3,2,1,48,10010000,208541
-34.5961982,-58.408556700000005,Recoleta,3,2,1,45,7800000,173333
-34.615598999999996,-58.412664,Balvanera,3,2,1,49,8125000,165816
-34.6216182,-58.4381684,Caballito,3,2,1,52,9295000,178750
-34.5693343,-58.4465711,Colegiales,3,2,2,83,21450000,258433
-34.595974,-58.3911941,Barrio Norte,5,2,2,111,22750000,204954
-34.595932,-58.445147,Villa Crespo,3,2,1,52,7475000,143750
-34.5900555,-58.4493062,Villa Crespo,3,2,2,64,16250000,253906
-34.5994896,-58.4358034,Villa Crespo,3,2,1,60,9685000,161416
-34.60305,-58.43784,Villa Crespo,3,2,1,61,9230000,151311
-34.601075,-58.446371,Villa Crespo,3,2,1,58,9360000,161379
-34.5996598,-58.5038875,Villa Devoto,3,2,1,60,10725000,178750
-34.611192504899996,-58.3621103228,Puerto Madero,3,2,3,135,45428500,336507
-34.6115335,-58.363299100000006,Puerto Madero,3,2,3,188,65000000,345744
-34.610037899999995,-58.361394999999995,Puerto Madero,3,2,3,143,63375000,443181
-34.5706315,-58.4802547,Villa Urquiza,3,2,1,54,9425000,174537
-34.573311,-58.48114,Villa Urquiza,3,2,2,60,15925000,265416
-34.6087199202,-58.428647044399995,Parque Centenario,3,2,2,60,12350000,205833
-34.589033,-58.506427,Villa Pueyrredón,3,2,2,65,14950000,230000
-34.6301307,-58.36735989999999,Boca,4,3,1,78,7800000,100000
-34.6302492,-58.47302809999999,Flores,4,3,2,75,12350000,164666
-34.5957532231,-58.3799039772,Retiro,5,3,3,133,25675000,193045
-34.6029114,-58.4181191,Almagro,4,3,2,80,15730000,196625
-34.603234,-58.42713199999999,Almagro,4,3,2,90,13650000,151666
-34.5857319,-58.4195652,Palermo,4,3,2,118,23400000,198305
-34.565933,-58.44068299999999,Palermo,4,3,3,90,23400000,260000
-34.590521,-58.417922999999995,Palermo,4,3,2,147,20800000,141496
-34.56304306194158,-58.452525346078794,Belgrano,4,3,2,94,18167500,193271
-34.6066035829,-58.398009246,Congreso,4,3,1,78,8450000,108333
-34.5947332314,-58.4039546484,Recoleta,4,3,1,80,18525000,231562
-34.5959403163,-58.3798541396,Recoleta,5,3,3,133,25675000,193045
-34.588507,-58.389982200000006,Recoleta,4,3,2,157,36400000,231847
-34.5919115,-58.3941473,Recoleta,4,3,2,153,34450000,225163
-34.6112465,-58.4143241,Balvanera,4,3,1,86,12025000,139825
-34.6260968,-58.43884,Caballito,4,3,3,145,42250000,291379
-34.592281,-58.406808999999996,Barrio Norte,4,3,3,144,31525000,218923
-34.5959049894,-58.37998288560001,Barrio Norte,5,3,3,133,25675000,193045
-34.6133583347637,-58.36230939427197,Puerto Madero,4,3,3,141,43550000,308865
-34.6353824,-58.43937729999999,Parque Patricios,4,3,2,118,22750000,192796
-34.6039,-58.442409999999995,Parque Centenario,4,3,3,80,15210000,190125
-34.583506,-58.414976,Palermo,5,4,4,212,37700000,177830
-34.5693875,-58.4445503,Belgrano,5,4,3,130,24375000,187500
-34.5919893,-58.3791177,Recoleta,5,4,3,328,81250000,247713
-34.59707,-58.390377,Recoleta,5,4,5,295,48750000,165254
-34.595564030955934,-58.37865655877369,Retiro,8,6,3,181,24700000,136464
-34.59424979999999,-58.441151,Villa Crespo,1,0,1,36,4434086,123169
-34.59424979999999,-58.441151,Villa Crespo,1,0,1,36,4261913,118386
-34.59424979999999,-58.441151,Villa Crespo,1,0,1,36,4347173,120754
-34.6040941,-58.411567500000004,Abasto,3,2,2,66,14300000,216666
-34.6246225,-58.4581593,Flores,2,1,1,55,8905000,161909
-34.61934960000001,-58.4601433,Flores,2,1,1,52,9035000,173750
-34.632713,-58.45776899999999,Flores,3,2,1,60,10725000,178750
-34.63211939999999,-58.468838500000004,Flores,1,0,1,40,4327050,108176
-34.553821,-58.465281999999995,Nuñez,5,4,4,151,29250000,193708
-34.552135799999995,-58.46539820000001,Nuñez,2,1,1,41,8125000,198170
-34.54569244,-58.47362518,Nuñez,1,0,1,47,12285000,261382
-34.594581700000006,-58.38786379999999,Retiro,3,2,1,81,19175000,236728
-34.6006792,-58.42060649999999,Almagro,3,2,1,43,7410000,172325
-34.6026951,-58.4318745,Almagro,4,3,2,120,22425000,186875
-34.61155,-58.41555,Almagro,1,0,1,37,4355000,117702
-34.61761856,-58.42176056,Almagro,1,0,1,47,7475000,159042
-34.615099900000004,-58.43222660000001,Almagro,2,1,1,42,6435000,153214
-34.561668299999994,-58.4725129,Coghlan,2,1,1,50,10725000,214500
-34.5587485,-58.481007,Coghlan,1,0,1,37,8775000,237162
-34.562207799999996,-58.46869920000001,Coghlan,3,2,1,48,11375000,236979
-34.566792,-58.483349,Coghlan,1,0,1,27,7150000,264814
-34.6503849,-58.514299300000005,Liniers,3,2,1,60,12025000,200416
-34.5768789,-58.436325100000005,Palermo,3,2,2,56,15600000,278571
